EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
461591284,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,% MICHAEL MICHEL,6802 METROPOLITAN AVE,MIDDLE VLG,NY,11379-1622,0000,03,3,1200,201408,1,11,000000000,1,01,202406,8,8,01,0,06,28069258,21424881,11516729,B29,MIDDLE VILLAGE PREP
461591770,THE HERRNSTEIN FAMILY FOUNDATION,% COHNREZNICK,CO COHNREZNICK 1301 6TH AVE 10,NEW YORK,NY,10019-0000,0000,03,3,1000,201406,1,04,000000000,1,01,202411,9,8,00,1,11,65559246,15023890,,T20,
461592772,CANADIAN AMERICAN LAW ENFORCEMENT ORGANIZATION CALEO INCCALEO,% SHAWN J LARRABE,PO BOX 5000,NIAGARA FALLS,NY,14304-8100,0000,03,3,1200,202406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,I20,CALEO
461592992,FRIENDS OF CANANDAIGUA HOCKEY INC,,5170 EMERSON RD,CANANDAIGUA,NY,14424-8089,0000,03,3,1000,201407,1,16,000000000,1,01,202410,0,0,02,0,10,0,0,0,N99,
461593349,VOLUNTEER LAWYERS PROJECT OF CNY INC,% CHRISTOPHER WILES,221 S WARREN ST,SYRACUSE,NY,13202-1623,0000,03,3,1000,201305,1,15,000000000,1,01,202312,6,6,01,0,12,2527225,3455508,3447255,I80,
461594454,CAVALI FOUNDATION,% JEREMY M BOOTH WTAS LLC,1177 AVENUE OF THE AMERICAS 18TH F,NEW YORK,NY,10036-2714,0000,03,3,1000,201308,1,04,000000000,1,01,202312,6,5,00,1,12,2789555,927939,,T20,
461596535,BADEK D INC,,385 BARNARD AVE,CEDARHURST,NY,11516-1701,0000,03,3,7100,201307,1,15,000000000,1,01,202312,3,3,01,0,12,54070,64149,6370,X30,
461597529,PRUDENCE AND PAULINE FOUNDATION,% TERRI COFFEL,21416 26TH AVE,BAYSIDE,NY,11360-2604,0000,03,3,1000,201406,1,04,000000000,1,01,202411,5,1,00,1,11,947296,1,,T99,
461599442,KYRIAS FOUNDATION,% JAMES E CHENEY CPA,3 CHURCH STREET,PHELPS,NY,14532-1164,0000,03,3,1000,201406,1,04,000000000,1,01,202412,6,3,00,1,12,1004446,26106,,Y99,
461600797,AHOWI FOCUS GROUP INCORPORATED,% TRACY COOLEY,56 HUMASON AVE,BUFFALO,NY,14211-2118,0000,03,3,2100,201305,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
461601552,LAWRENCE T BABBIO JR FOUNDATION,% GOLDMAN SACHS AYCO,PO BOX 15201,ALBANY,NY,12212-5201,0000,03,3,1000,201406,1,04,000000000,2,01,202412,7,6,00,1,12,5039260,2140106,,T99,
461602212,MONTROSE FOUNDATION,% MAX ROSENBERG,10 JUDITH LN,MONSEY,NY,10952-1404,0000,03,3,1000,201312,1,04,000000000,1,01,202411,5,4,00,1,11,902115,145821,,T20,
461602363,DTS FOUNDATION INC,% COAL CAPITAL GROUP LLC,1001 E 19TH ST,BROOKLYN,NY,11230-3804,0000,03,3,1000,201406,1,04,000000000,1,01,202203,1,1,00,1,03,26,1,,Z99,
461603037,GREAT OAKS CHARTER SCHOOL,% MICHAEL DUFFY,38 DELANCEY ST,NEW YORK,NY,10002-4195,0000,03,3,2000,201408,1,11,000000000,1,01,202406,8,7,01,0,06,47086022,9404659,9382706,B29,
461603343,COMMUNITY RESOURCE MAP INTERNATIONAL INC,,387 ALBRO RD,EARLVILLE,NY,13332-3165,0000,03,3,1000,201407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,Q33,
461604854,SOFI TUCKER FOUNDATION,% SEAN HALL EDWARDS WILDMAN,POLSINELLI 600 3RD AVE 42FL,NEW YORK,NY,10016-0000,0000,03,3,1000,201312,1,15,000000000,1,01,202312,8,8,01,0,12,18518106,12066633,12066633,Q32,
461606093,COMMUNITY SCIENTIFIC CENTER OF THE BUKHARIAN JEWS ROSHNOYI-LIGHT INC,% ROBERT PINKHASOV,9820 62 DR,REGO PARK,NY,11374-1745,0000,03,3,7120,201309,1,15,000000000,1,01,202411,1,1,02,0,11,5157,1482,1482,X30,
461606237,CASA & CLINTON HOUSING DEVELOPMENT FUND CORPORATION,% VIP COMMUNITY SERVICES,770 E 176TH ST,BRONX,NY,10460-4617,0000,03,3,1000,201501,1,16,000000000,1,01,202406,7,6,01,0,06,5259108,1077135,1077135,L20,
461606280,THE DANCE EQUINE THERAPEUTIC CENTER INC,% KATHLEEN MARKOWSKI,PO BOX 246,TRUMANSBURG,NY,14886-0246,0000,03,3,1000,201609,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,F30,
461606799,FREEDOM FELLOWSHIP,% VICTORIA KULA,282 BROADWAY,DARIEN CENTER,NY,14040-9742,0000,03,3,2000,201407,1,15,000000000,1,01,202312,7,7,01,0,12,8415355,7866177,7599764,X20,
461607378,M R METZGER FAMILY FOUNDATION INC,,PO BOX 257,SETAUKET,NY,11733-0257,0000,03,3,1000,201407,1,04,000000000,1,01,202311,7,4,00,1,11,8498853,189368,,P99,
461609693,NEW AMERICAN ACADEMY CHARTER SCHOOL,% NEWA,9301 AVENUE B,BROOKLYN,NY,11236-1117,0000,03,3,2000,201408,1,11,000000000,1,01,202406,6,7,01,0,06,3273147,5579442,5579442,B29,
