EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
262678949,1RA IGLESIA CRISTIANA CARISMATICA LA BUENA SEMILLA INC,% 1ST CHRISTIAN CARISMATIC CHURCH,PO BOX 60527,BROOKLYN,NY,11206-0527,0000,03,3,7000,200907,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
262682045,FXCOLLABORATIVE FOUNDATION,% KENNETH BOHALL,1 WILLOUGHBY SQUARE 7TH FLOOR,BROOKLYN,NY,11201-7615,0000,03,3,1000,200907,1,04,000000000,1,01,202403,1,2,00,1,03,4259,11000,,B990,
262683831,SUFFOLK TRACK OFFICIALS INC,,701 DREW DR,SAINT JAMES,NY,11780-3305,0000,03,3,1200,202310,1,16,000000000,1,01,202412,2,3,02,0,12,14429,26996,26996,N03,
262684087,NATIONAL AUTISM ASSOCIATION NEW YORK METRO INC,% SABEEHA REHMAN,251 W 89TH ST APT 11A,NEW YORK,NY,10024-1741,5270,03,9,1200,200510,1,16,000000000,1,01,202312,3,1,02,0,12,29737,437,437,,
262692377,SOUTH NASSAU COMMUNITIES HOSPITAL,% FINANCE DEPARTMENT,ONE HEALTHY WAY,OCEANSIDE,NY,11572-0000,5611,03,9,1000,201001,0,12,000000000,1,01,,0,0,01,0,12,,,,E30,SOUTH NASSAU PHYSICIAN PRACTICE PC
262693609,NATIONAL ALLIANCE FOR DIRECT SUPPORT PROFESSIONALS FOUNDATION I,% MEREDITH SALMI,240 WASHINGTON AVENUE EXT STE 501,ALBANY,NY,12203-0305,0000,03,3,2000,200910,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
262693930,REDEEMED CHRIATIAN CHURCH OF GOD GLORY SANCTUARY SYRACUSE NY,% FELIX AKINPELU,824 N STATE ST,SYRACUSE,NY,13208-2514,0000,03,3,7000,200904,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
262698127,HEAVEN SENT ANIMAL RESCUE INC,% GERALD WEINBERG,11 GOODE ST,BURNT HILLS,NY,12027-9701,0000,03,3,1000,200809,1,15,000000000,1,01,202404,0,0,02,0,04,0,0,0,D20,
262699082,NYAMEKYE FOUNDATION INC,% THE NYAMEKYE FOUNDATION INC,2150 WEHRLE DR 7,WILLIAMSVILLE,NY,14221-7099,0000,03,3,1000,200811,1,15,000000000,1,01,202412,5,2,02,0,12,874250,23961,23961,T30,
262700281,FIELD OF HOPES INC,% ESPERANZA RAMIREZ,162 W 144TH ST APT 5B,NEW YORK,NY,10030-1334,0000,03,3,1000,200810,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,L41,
262701119,SIMEN TOV FOUNDATION,,24 DR FRANK RD,SPRING VALLEY,NY,10977-2517,0000,03,3,1000,200907,1,04,000000000,2,01,202412,4,1,00,1,12,243088,1,,T22,
262702618,SCIENCE HOUSE FOUNDATION,% FOUNDATION SOURCE,122 E 38TH ST 3RD FL,NEW YORK,NY,10016-2602,0000,03,3,1000,201009,1,04,000000000,1,01,201212,3,4,00,0,12,27706,164002,,T22,
262703614,DANCE LAB NYC INC,% KATE GRIFFLER,129 SAINT FELIX ST,BROOKLYN,NY,11217-1432,0000,03,3,1000,200904,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A99,
262703810,AMERICAN FRIENDS OF EMUNAH OUTREACH CORPORATION,% LOUIS KEEHN,35 MARGARET AVE,LAWRENCE,NY,11559-1825,0000,03,3,1000,200906,1,15,000000000,1,01,202412,2,3,01,0,12,13955,84200,84200,X113,
262704769,OUTREACH ALS OF WESTCHESTER INC,% DENISE M RATTNER,PO BOX 593,MOUNT KISCO,NY,10549-0593,0000,03,3,1200,200810,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,G125,
262706912,STAKEHOLDERS INC,% CATHERINE M HEDGEMAN,PO BOX 461,SLINGERLANDS,NY,12159-0461,0000,03,3,1200,200907,1,15,000000000,1,01,202409,0,0,02,0,09,0,0,0,T50,
262706934,STAKEHOLDERS FOUNDATION INC,% CATHERINE HEDGEMAN,PO BOX 177,SLINGERLANDS,NY,12159-0177,0000,03,3,1200,200907,1,15,000000000,1,01,202309,0,0,02,0,09,0,0,0,T50,
262708173,SONS OF AMERICAN LEGION 535,% DAVID ODONNELL,67 WILDWOOD AVE,SALAMANCA,NY,14779-1546,0000,03,3,1000,201701,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,W30,
262708870,EAST END AFRICAN AMERICAN MUSEUM AND CENTER FOR EXCELLENCE,% BRENDA SIMMONS,245 N SEA RD,SOUTHAMPTON,NY,11968-2070,0000,03,3,2000,201910,1,15,000000000,1,01,202412,4,4,01,0,12,370928,195534,195534,A54,
262717447,CROSS TRAINING FOOTBALL INC,% MICHAEL MASTERS,PO BOX 156,BOWMANSVILLE,NY,14026-0156,0000,03,3,1000,200903,1,15,000000000,1,01,202412,4,4,01,0,12,141485,287124,287124,N65,
262718175,JOINT COUNCIL 1217 USWU IUJAT,,3636 33RD ST STE 202,LONG IS CITY,NY,11106-2329,5756,05,6,3000,201008,2,00,000000000,5,01,202412,4,6,01,0,12,300629,2355135,2355135,J40,
262718213,AMERICAN FEDERATION OF TEACHERS,% CHRISTOPHER PULVER,230 JUNE RD,NORTH SALEM,NY,10560-0000,0787,05,9,3000,196711,2,00,263264279,5,01,202306,0,0,02,0,06,0,0,0,Y03,7952 NORTH SALEM SCHOOL RELATED PRO
262718551,PEEKSKILL ROTARY CLUB FOUNDATION INC,,PO BOX 344,PEEKSKILL,NY,10566-0344,0000,03,3,1000,201409,1,16,000000000,1,01,202406,5,4,01,0,06,571706,161583,161583,T99,
262720026,BAIS ELUZER FUND,% AKIVA KLEIN,30 VAN BUREN DR UNIT 201,MONROE,NY,10950-5816,0000,03,3,1000,201201,1,04,000000000,2,01,202312,6,3,00,1,12,1457600,48088,,P58,
262720084,ROCHESTER HOPE FOR PETS,% PAUL R BLACK,2816 MONROE AVE,ROCHESTER,NY,14618-4134,0000,03,3,1000,200812,1,15,000000000,1,01,202212,4,4,01,0,12,213264,177175,157141,D122,
262721836,HOPE IN THE BOAT INC,% LUCILLE ALLEGRETTI-FREEMAN,PO BOX 701,LATHAM,NY,12110-0701,0000,03,3,2000,200902,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,G193,
262722924,PROJECT ABLE INC,% ANN HANIN,175 RIVERSIDE DRIVE APT 5L,NEW YORK,NY,10024-1616,0000,03,3,1200,200812,1,04,000000000,1,01,202406,3,3,00,1,06,31489,35289,,B90,
262725886,CHRISTIAN COMMUNITY CENTER,% BRIAN SIEGRIST,6458 E MAIN ST,TURIN,NY,13473-1612,5179,03,9,7000,196602,1,10,000000000,5,01,,0,0,06,0,12,,,,,
262729197,LUCKY ORPHANS HORSE RESCUE,% DEANNA MANCUSO,2299 ROUTE 22,DOVER PLAINS,NY,12522-0000,0000,03,3,4000,200809,1,15,000000000,1,01,202412,5,5,01,0,12,763469,588679,577072,D20,
262732176,FISHERS OF MEN NEW YORK MINISTRIES INC,% ANTONIO BELTRAND,39 SUNSET DR,SHIRLEY,NY,11967-1759,0000,03,3,1000,201009,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
262736131,NEW FLEXHOOPS INC,% NESTA FELIX,250 S 6TH AVE,MT VERNON,NY,10550-3809,0000,03,3,1000,200810,1,15,000000000,1,01,202312,3,4,01,0,12,90769,133849,122664,N62,
262736542,ABOUNDING LOVE CHRISTIAN FELLOWSHIP,% CHARLES F ENGELHARDT,49 S CLEMENT AVE,RAVENA,NY,12143-1814,0000,03,3,7000,201007,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
262736779,TEAM BILLY INC,% CHERYL GREY,38 5TH AVE,SARATOGA SPGS,NY,12866-3523,0000,03,3,1000,202502,1,16,000000000,1,01,,0,0,02,0,12,,,,S12,
262740849,OLEAN LOCAL DEVELOPMENT CORPORATION,% CITY OF OLEAN NY,101 E STATE STREET,OLEAN,NY,14760-2776,0000,03,3,1000,202101,1,15,000000000,1,01,202405,4,3,02,0,05,181435,42969,42969,S20,
262745119,GATEWAY BIKE & BOATHOUSE INC,% RICHARD HORAN,246 BEACH 127TH ST,BELLE HARBOR,NY,11694-1729,0000,03,3,2000,200904,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,C11,
262745348,SHARON CHURCH INC,,197 09 47TH AVE APT 2FL,FLUSHING,NY,11358-3912,0000,03,3,7000,201109,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
262748551,ITALIAN AMERICAN DIGITAL PROJECT INC,% R GIRASOLE CPA,50 JERICHO QUADRANGLE SUITE 200,JERICHO,NY,11753-0000,0000,03,3,1000,201712,1,15,000000000,1,01,202212,3,1,02,0,12,54085,9425,9425,U41,
262749369,THE STABLES AT KNOX INC,% JEFFREY BOCHIECHIO,8190 CLINTON ST,ELMA,NY,14059-9754,0000,03,3,1200,200910,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A20,
262752619,THE RESEARCH AND RECOGNITION PROJECT INC,,145 E 2ND ST,CORNING,NY,14830-2701,0000,03,3,1200,200812,1,16,000000000,1,01,202412,4,4,01,0,12,123079,166782,166782,F30,
262752840,CHAO CHIU ASSOCIATION INC,,128 MOTT ST STE 706,NEW YORK,NY,10013-5587,0000,03,3,1000,201602,1,15,000000000,1,01,202412,5,3,02,0,12,549407,34500,34500,A23,
262754156,ALLCARE PROVIDER SERVICES INC,% LAUREL LOCASTRO,100 ALDRICH STREET,BRONX,NY,10475-4532,0000,03,3,1000,201007,1,16,000000000,1,01,202406,5,6,01,0,06,535266,1355425,1355425,E70,
262754431,LONG ISLAND COALITION FOR YOUNG CHILDREN WITH SPECIAL NEEDS INC,% ANDREA RIEGER,750 HICKSVILLE RD,SEAFORD,NY,11783-1328,0000,06,3,1000,200903,2,00,000000000,1,01,202312,1,3,01,0,12,9630,78780,78780,S41,
262755241,INSTITUTE FOR DEPRESSION STUDIES AND TREATMENT,% INSTITUTE FOR DEPRESSION STUDIES,B STRAUSS ASSOC 307 5TH AVE FL 8,NEW YORK,NY,10016-0000,0000,03,3,1000,200810,1,04,000000000,1,01,202406,4,1,00,1,06,454878,6565,,G12,
262761904,FREEDOM FIRST REIA LTD,% GINNY NAPIER,1900 EMPIRE BLVD STE 197,WEBSTER,NY,14580-1934,0000,06,3,1000,200902,2,00,000000000,1,01,202412,3,3,01,0,12,42317,85853,85853,S41,
